source,neighborhood,city,state,transaction,property_type,date,listing_price,suffix,price_ttc,price,size,rooms,bedrooms,bathrooms,parkings,finishing,condition,construction_year,age,air_conditioning,central_heating,swimming_pool,elevator,garden,equipped_kitchen,amenities
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,8/3/2023,2300,TTC,2300,2536,170,4,3,2,1,très haut standing,neuf,2022,3,1,1,0,1,0,1,Fibre optique+Parking+Chauffage Central+Prise lave-vaisselle+Camera+Master Bedroom+Double vitrage+Gardien+Alarme+Cuisine Equipée+Climatisation+Ascenseur+Terrasse
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,2/20/2023,2300,TTC,2300,2536,170,4,3,2,1,haut standing,excellente condition,,,1,1,0,1,0,1,Ascenseur+Parking+Chauffage Central+Prise lave-vaisselle+Master Bedroom+Gardien+Cuisine Equipée+Climatisation
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,6/10/2024,2300,TTC,2300,2415,160,4,3,1,1,très haut standing,neuf,2022,3,1,1,0,1,0,1,Parking+Terrasse+Ascenseur+Chauffage Central+Prise lave-vaisselle+Camera+Master Bedroom+Double vitrage+Gardien+Alarme+Cuisine Equipée+Climatisation
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,8/25/2024,2300,TTC,2300,2415,140,4,3,1,1,haut standing,bonne condition,,,1,1,0,1,0,1,Parking+Terrasse+Ascenseur+Chauffage Central+Camera+Gardien+Fibre optique+Cuisine Equipée+Climatisation
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,6/28/2024,2300,TTC,2300,2415,135,4,3,1,1,moyen standing,bonne condition,,,1,1,0,1,0,1,Ascenseur+Parking+Chauffage Central+Prise lave-vaisselle+Camera+Double vitrage+Gardien+Alarme+Fibre optique+Cuisine Equipée+Climatisation
newkey,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,3/11/2025,2300,TTC,2300,2300,160,4,3,1,1,,,,,,,,,,,
remax,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,2/24/2025,2300,TTC,2300,2300,150,4,3,2,1,,,,,,,,,,,
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,6/19/2024,2300,TTC,2300,2415,183,3,2,1,1,haut standing,neuf,2023,2,1,1,0,1,0,1,Climatisation+Cuisine Equipée+Fibre optique+Alarme+Gardien+Camera+Ascenseur+Parking+Chauffage Central+Double vitrage
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,1/3/2025,2300,TTC,2300,2300,140,3,2,1,1,haut standing,excellente condition,,,1,1,0,1,0,1,Master Bedroom+Camera+Vue montagne+Chauffage Central+Parking+Ascenseur+Terrasse+Double vitrage+Gardien+Alarme+Fibre optique+Cuisine Equipée+Climatisation
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,8/24/2024,2300,TTC,2300,2415,140,3,2,2,1,haut standing,neuf,,,1,1,0,1,0,1,Climatisation+Fibre optique+Gardien+Master Bedroom+Camera+Chauffage Central+Parking+Ascenseur+Terrasse+Cuisine Equipée
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,1/17/2025,2300,TTC,2300,2300,130,3,1,2,1,très haut standing,neuf,2024,1,1,1,0,1,0,1,Alarme+Terrasse+Ascenseur+Parking+Chauffage Central+Camera+Master Bedroom+Double vitrage+Gardien+Fibre optique+Cuisine Equipée+Climatisation
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,1/3/2025,2300,TTC,2300,2300,130,3,2,1,1,haut standing,excellente condition,,,1,1,0,1,0,1,Master Bedroom+Double vitrage+Gardien+Alarme+Fibre optique+Cuisine Equipée+Climatisation+Vue montagne+Chauffage Central+Parking+Ascenseur+Terrasse+Camera
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,5/18/2024,2300,TTC,2300,2415,130,3,2,2,1,très haut standing,neuf,,,1,1,0,1,0,1,Titre Bleu+Terrasse+Ascenseur+Chauffage Central+Parking+Prise lave-vaisselle+Double vitrage+Gardien+Alarme+Fibre optique+Cuisine Equipée+Climatisation
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,5/17/2024,2300,TTC,2300,2415,130,3,2,1,1,haut standing,neuf,2024,1,1,1,0,1,0,1,Terrasse+Climatisation+Cuisine Equipée+Fibre optique+Alarme+Gardien+Double vitrage+Master Bedroom+Camera+Prise lave-vaisselle+Chauffage Central+Parking+Ascenseur
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent_furnished,appartement,12/2/2023,2300,TTC,2300,2536,130,3,2,1,0,haut standing,excellente condition,2021,4,1,1,0,1,0,1,Double vitrage+Terrasse+Ascenseur+Chauffage Central+Vue montagne+Vue mer+Gardien+Fibre optique+Cuisine Equipée+Climatisation
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,10/16/2023,2300,TTC,2300,2536,130,3,2,1,1,haut standing,excellente condition,2019,6,1,1,0,1,0,1,Parking+Prise lave-vaisselle+Camera+Double vitrage+Gardien+Alarme+Fibre optique+Cuisine Equipée+Climatisation+Chauffage Central+Ascenseur+Terrasse
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,6/16/2024,2300,TTC,2300,2415,125,3,2,2,1,haut standing,neuf,,,1,1,0,1,0,1,Ascenseur+Gardien+Fibre optique+Cuisine Equipée+Climatisation+Master Bedroom+Camera+Chauffage Central+Parking+Terrasse
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,12/30/2024,2300,TTC,2300,2415,120,3,2,2,1,social,excellente condition,,,1,1,0,1,0,1,Parking+Terrasse+Ascenseur+Parking+Chauffage Central+Vue montagne+Prise lave-vaisselle+Master Bedroom+Double vitrage+Gardien+Fibre optique+Cuisine Equipée+Climatisation+Terrasse+Ascenseur+Chauffage Central+Vue montagne+Prise lave-vaisselle+Camera+Master Bedroom+Double vitrage+Gardien+Fibre optique+Cuisine Equipée+Climatisation
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,3/31/2024,2300,TTC,2300,2415,120,3,2,2,1,haut standing,excellente condition,,,1,1,0,1,0,1,Double vitrage+Climatisation+Cuisine Equipée+Fibre optique+Alarme+Gardien+Camera+Prise lave-vaisselle+Chauffage Central+Parking+Ascenseur+Terrasse+Master Bedroom
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent_furnished,appartement,8/7/2023,2300,TTC,2300,2536,120,3,2,1,1,haut standing,excellente condition,,,1,1,0,1,0,1,Ascenseur+Parking+Chauffage Central+Prise lave-vaisselle+Camera+Double vitrage+Climatisation+Cuisine Equipée+Fibre optique+Alarme+Gardien
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,7/25/2023,2300,TTC,2300,2536,120,3,2,2,1,social,excellente condition,,,1,1,0,1,1,1,Parking+Ascenseur+Chauffage Central+Prise lave-vaisselle+Camera+Master Bedroom+Double vitrage+Gardien+Jardin+Fibre optique+Cuisine Equipée+Climatisation
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,8/3/2024,2300,TTC,2300,2415,115,3,2,1,1,haut standing,neuf,,,1,1,0,1,0,1,Terrasse+Ascenseur+Parking+Chauffage Central+Camera+Double vitrage+Gardien+Alarme+Fibre optique+Cuisine Equipée+Climatisation
newkey,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,2/23/2025,2300,TTC,2300,2300,120,3,2,1,1,,,,,,,,,,,
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent_furnished,appartement,10/16/2024,2300,TTC,2300,2415,100,2,1,1,1,très haut standing,neuf,,,1,1,1,1,0,1,Gardien+Terrasse+Ascenseur+Parking+Chauffage Central+Piscine+Camera+Double vitrage+Alarme+Fibre optique+Cuisine Equipée+Climatisation
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent_furnished,appartement,3/1/2025,2300,TTC,2300,2300,80,2,1,1,1,très haut standing,neuf,2024,1,1,1,0,1,0,1,Terrasse+Ascenseur+Parking+Chauffage Central+Master Bedroom+Double vitrage+Gardien+Cuisine Equipée+Climatisation
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,6/14/2023,2300,TTC,2300,2536,70,2,1,1,1,haut standing,neuf,,,1,1,1,1,0,1,Ascenseur+Chauffage Central+Prise lave-vaisselle+Piscine+Camera+Gardien+Alarme+Fibre optique+Cuisine Equipée+Climatisation+Parking
tecnocasa,Jardins de Carthage,Jardins de Carthage,Tunis,rent_furnished,appartement,2/24/2025,2300,TTC,2300,2300,85,2,1,1,1,,,,,,,,,,,
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent_furnished,appartement,8/1/2024,2300,TTC,2300,2415,90,1,2,1,1,haut standing,excellente condition,,,1,1,0,1,0,1,Terrasse+Ascenseur+Parking+Chauffage Central+Camera+Double vitrage+Gardien+Alarme+Fibre optique+Cuisine Equipée+Climatisation
newkey,Jardins de Carthage,Jardins de Carthage,Tunis,rent,local commercial,2/23/2025,2300,TTC,2300,2300,20,1,1,0,0,,,,,,,,,,,
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,9/20/2024,2250,TTC,2250,2363,120,3,2,2,1,très haut standing,neuf,,,1,1,0,1,0,1,Terrasse+Ascenseur+Parking+Chauffage Central+Camera+Gardien+Alarme+Fibre optique+Cuisine Equipée+Climatisation
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,12/12/2023,2200,TTC,2200,2426,150,5,4,1,1,haut standing,excellente condition,,,1,1,0,1,0,1,Terrasse+Ascenseur+Parking+Climatisation+Cuisine Equipée+Alarme+Gardien+Double vitrage+Camera+Prise lave-vaisselle+Chauffage Central
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,7/31/2024,2200,TTC,2200,2310,180,4,3,2,1,très haut standing,neuf,,,1,1,0,1,0,1,Ascenseur+Parking+Chauffage Central+Double vitrage+Gardien+Cuisine Equipée+Climatisation
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,9/5/2023,2200,TTC,2200,2426,180,4,3,2,1,haut standing,excellente condition,,,1,1,0,1,0,1,Camera+Terrasse+Ascenseur+Parking+Chauffage Central+Prise lave-vaisselle+Double vitrage+Gardien+Alarme+Fibre optique+Cuisine Equipée+Climatisation
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,duplex,7/20/2023,2200,TTC,2200,2426,180,4,3,2,1,moyen standing,bonne condition,,,1,1,0,1,0,1,Ascenseur+Parking+Chauffage Central+Master Bedroom+Double vitrage+Climatisation+Cuisine Equipée+Fibre optique+Gardien
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,4/7/2025,2200,TTC,2200,2200,170,4,3,2,1,très haut standing,neuf,,,1,1,0,1,0,1,Climatisation+Cuisine Equipée+Fibre optique+Alarme+Gardien+Double vitrage+Camera+Chauffage Central+Parking+Ascenseur+Terrasse
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,2/26/2024,2200,TTC,2200,2310,170,4,3,2,1,très haut standing,neuf,2022,3,1,1,0,1,0,1,Climatisation+Cuisine Equipée+Fibre optique+Alarme+Gardien+Double vitrage+Master Bedroom+Camera+Prise lave-vaisselle+Chauffage Central+Parking+Ascenseur+Terrasse
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,12/31/2022,2200,TTC,2200,2547,160,4,3,3,1,haut standing,neuf,,,1,1,0,1,0,1,Double vitrage+Gardien+Cuisine Equipée+Climatisation+Prise lave-vaisselle+Chauffage Central+Parking+Ascenseur+Terrasse+Master Bedroom
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,10/11/2024,2200,TTC,2200,2310,158,4,3,2,1,haut standing,excellente condition,,,1,1,0,1,0,1,Alarme+Fibre optique+Cuisine Equipée+Climatisation+Double vitrage+Camera+Chauffage Central+Parking+Ascenseur+Terrasse+Gardien
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,2/13/2023,2200,TTC,2200,2426,155,4,3,2,1,très haut standing,neuf,2023,2,1,1,0,1,0,1,Prise lave-vaisselle+Vue montagne+Chauffage Central+Parking+Ascenseur+Terrasse+Camera+Master Bedroom+Double vitrage+Gardien+Alarme+Fibre optique+Cuisine Equipée+Climatisation
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,8/3/2023,2200,TTC,2200,2426,150,4,3,2,1,haut standing,excellente condition,,,1,1,0,1,0,1,Terrasse+Ascenseur+Parking+Chauffage Central+Vue montagne+Prise lave-vaisselle+Camera+Double vitrage+Gardien+Alarme+Fibre optique+Climatisation+Cuisine Equipée
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,5/5/2023,2200,TTC,2200,2426,150,4,3,2,2,haut standing,neuf,2022,3,1,1,0,1,0,1,Camera+Ascenseur+Parking+Chauffage Central+Prise lave-vaisselle+Master Bedroom+Double vitrage+Gardien+Alarme+Fibre optique+Cuisine Equipée+Climatisation
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,7/21/2024,2200,TTC,2200,2310,145,4,3,0,0,haut standing,excellente condition,,,1,1,0,1,1,1,Cuisine Equipée+Fibre optique+Jardin+Alarme+Gardien+Double vitrage+Camera+Chauffage Central+Parking+Ascenseur+Terrasse+Climatisation
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,5/3/2024,2200,TTC,2200,2310,140,4,3,2,1,moyen standing,neuf,,,1,1,0,1,0,0,Gardien+Terrasse+Ascenseur+Parking+Chauffage Central+Camera+Climatisation
newkey,Jardins de Carthage,Jardins de Carthage,Tunis,rent,bureau,2/23/2025,2200,TTC,2200,2200,77,4,2,2,1,,,,,,,,,,,
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,3/24/2023,2200,TTC,2200,2426,165,3,2,1,1,haut standing,excellente condition,,,1,1,0,1,1,1,Ascenseur+Parking+Chauffage Central+Prise lave-vaisselle+Camera+Master Bedroom+Double vitrage+Gardien+Alarme+Jardin+Fibre optique+Cuisine Equipée+Climatisation
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,6/1/2023,2200,TTC,2200,2426,150,3,2,2,1,haut standing,neuf,,,1,1,0,1,0,1,Gardien+Terrasse+Double vitrage+Master Bedroom+Chauffage Central+Parking+Ascenseur+Alarme+Titre Bleu+Fibre optique+Cuisine Equipée+Climatisation
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,1/27/2025,2200,TTC,2200,2200,140,3,2,1,1,haut standing,excellente condition,,,1,1,0,1,0,1,Terrasse+Ascenseur+Parking+Chauffage Central+Camera+Double vitrage+Gardien+Alarme+Fibre optique+Cuisine Equipée+Climatisation
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,5/18/2024,2200,TTC,2200,2310,130,3,2,1,1,haut standing,neuf,2024,1,1,1,0,1,0,1,Climatisation+Cuisine Equipée+Alarme+Gardien+Camera+Chauffage Central+Parking+Ascenseur+Terrasse
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,5/2/2023,2200,TTC,2200,2426,125,3,2,2,1,très haut standing,excellente condition,,,1,1,0,1,0,1,Terrasse+Ascenseur+Parking+Chauffage Central+Prise lave-vaisselle+Double vitrage+Gardien+Climatisation+Cuisine Equipée+Fibre optique
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent_furnished,appartement,11/5/2024,2200,TTC,2200,2310,120,3,2,1,1,haut standing,excellente condition,,,1,1,0,1,0,1,Terrasse+Parking+Chauffage Central+Camera+Double vitrage+Alarme+Fibre optique+Cuisine Equipée+Climatisation+Ascenseur
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent_furnished,appartement,5/24/2024,2200,TTC,2200,2310,120,3,2,1,1,haut standing,excellente condition,,,1,1,0,1,0,1,Climatisation+Ascenseur+Parking+Chauffage Central+Camera+Gardien+Alarme+Fibre optique+Cuisine Equipée
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent_furnished,appartement,6/6/2024,2200,TTC,2200,2310,90,3,2,1,1,haut standing,neuf,2024,1,1,1,0,1,0,1,Ascenseur+Terrasse+Chambre de Service+Parking+Chauffage Central+Prise lave-vaisselle+Gardien+Alarme+Fibre optique+Cuisine Equipée+Climatisation+Camera
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent_furnished,appartement,3/18/2024,2200,TTC,2200,2310,90,3,2,1,1,haut standing,excellente condition,,,1,1,1,1,0,1,Parking+Chauffage Central+Piscine+Camera+Double vitrage+Gardien+Alarme+Fibre optique+Cuisine Equipée+Climatisation+Ascenseur
newkey,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,2/23/2025,2200,TTC,2200,2200,180,3,2,2,1,,,,,,,,,,,
newkey,Jardins de Carthage,Jardins de Carthage,Tunis,rent_furnished,appartement,2/23/2025,2200,TTC,2200,2200,120,3,2,1,1,,,,,,,,,,,
remax,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,2/24/2025,2200,TTC,2200,2200,130,3,2,2,1,,,,,,,,,,,
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent_furnished,appartement,10/14/2024,2200,TTC,2200,2310,100,2,1,1,0,haut standing,excellente condition,,,1,1,0,1,0,1,Terrasse+Ascenseur+Parking+Chauffage Central+Camera+Double vitrage+Gardien+Alarme+Fibre optique+Cuisine Equipée+Climatisation
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,10/25/2024,2200,HT,2618,2749,90,2,1,0,1,haut standing,excellente condition,,,0,0,0,1,0,0,Ascenseur+Parking
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent_furnished,appartement,12/12/2022,2200,TTC,2200,2547,70,2,1,1,1,très haut standing,neuf,,,1,1,0,0,0,1,Climatisation+Cuisine Equipée+Fibre optique+Alarme+Gardien+Double vitrage+Camera+Prise lave-vaisselle+Chauffage Central+Parking
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent_furnished,appartement,9/1/2023,2200,TTC,2200,2426,67,2,1,1,1,très haut standing,neuf,2022,3,1,1,1,1,0,1,Ascenseur+Piscine+Camera+Double vitrage+Gardien+Alarme+Fibre optique+Cuisine Equipée+Climatisation+Prise lave-vaisselle+Chauffage Central+Parking
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent_furnished,appartement,9/29/2024,2200,TTC,2200,2310,65,2,1,1,1,haut standing,excellente condition,,,1,1,0,0,0,1,Parking+Chauffage Central+Prise lave-vaisselle+Gardien+Cuisine Equipée+Climatisation
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent_furnished,appartement,1/30/2023,2200,TTC,2200,2426,65,2,1,1,1,haut standing,neuf,2021,4,1,1,0,1,0,1,Terrasse+Ascenseur+Parking+Chauffage Central+Prise lave-vaisselle+Camera+Climatisation+Cuisine Equipée+Fibre optique+Gardien+Double vitrage
tecnocasa,Jardins de Carthage,Jardins de Carthage,Tunis,rent,bureau,3/26/2025,2200,TTC,2200,2200,100,1,0,2,1,moyen standing,bonne condition,,,1,1,0,1,0,0,"Climatisation, Chauffage Central, Fibre optique, Parking, Ascenseur"
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,10/11/2023,2100,TTC,2100,2315,200,4,3,1,1,haut standing,excellente condition,2015,10,1,1,0,0,0,1,Cuisine Equipée+Climatisation+Terrasse+Parking+Chauffage Central+Prise lave-vaisselle+Camera+Master Bedroom+Double vitrage+Gardien+Alarme+Fibre optique
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,6/17/2024,2100,TTC,2100,2205,190,4,3,2,1,très haut standing,neuf,,,1,1,0,1,0,1,Parking+Chauffage Central+Prise lave-vaisselle+Camera+Master Bedroom+Double vitrage+Gardien+Alarme+Titre Bleu+Fibre optique+Cuisine Equipée+Climatisation+Terrasse+Ascenseur
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,9/25/2023,2100,TTC,2100,2315,190,4,3,1,1,haut standing,excellente condition,2019,6,1,1,0,1,0,1,Terrasse+Chambre de Service+Ascenseur+Parking+Chauffage Central+Prise lave-vaisselle+Camera+Double vitrage+Gardien+Alarme+Fibre optique+Cuisine Equipée+Climatisation
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,4/2/2025,2100,TTC,2100,2100,170,4,3,2,1,haut standing,excellente condition,,,1,1,0,1,0,1,Terrasse+Ascenseur+Parking+Chauffage Central+Camera+Master Bedroom+Double vitrage+Gardien+Alarme+Fibre optique+Cuisine Equipée+Climatisation
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,11/15/2024,2100,TTC,2100,2205,150,4,3,1,1,haut standing,excellente condition,,,1,1,0,1,0,1,Double vitrage+Camera+Chauffage Central+Parking+Ascenseur+Terrasse+Gardien+Alarme+Fibre optique+Cuisine Equipée+Climatisation
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,3/11/2024,2100,TTC,2100,2205,150,4,3,2,1,haut standing,bonne condition,,,1,1,0,1,0,1,Gardien+Alarme+Cuisine Equipée+Climatisation+Camera+Chauffage Central+Parking+Ascenseur+Terrasse+Master Bedroom
remax,Jardins de Carthage,Jardins de Carthage,Tunis,rent,étage de villa,2/24/2025,2100,TTC,2100,2100,160,4,3,2,2,,,,,,,,,,,
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,7/20/2024,2100,TTC,2100,2205,160,3,2,2,1,haut standing,excellente condition,2017,8,1,1,0,0,1,1,Parking+Terrasse+Chauffage Central+Prise lave-vaisselle+Master Bedroom+Alarme+Jardin+Fibre optique+Cuisine Equipée+Climatisation+Double vitrage
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,6/7/2023,2100,TTC,2100,2315,160,3,2,2,1,haut standing,neuf,,,1,1,0,1,0,1,Gardien+Alarme+Fibre optique+Cuisine Equipée+Climatisation+Master Bedroom+Camera+Prise lave-vaisselle+Chauffage Central+Parking+Ascenseur+Terrasse+Double vitrage
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,4/23/2025,2100,TTC,2100,2100,145,3,2,1,1,haut standing,excellente condition,,,1,1,0,1,0,1,Climatisation+Cuisine Equipée+Fibre optique+Alarme+Gardien+Double vitrage+Camera+Chauffage Central+Parking+Ascenseur
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,6/20/2024,2100,TTC,2100,2205,145,3,2,1,1,haut standing,excellente condition,,,1,1,0,1,0,1,Ascenseur+Parking+Climatisation+Cuisine Equipée+Fibre optique+Alarme+Gardien+Double vitrage+Camera+Chauffage Central
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,1/27/2025,2100,TTC,2100,2100,140,3,2,1,1,haut standing,excellente condition,,,1,1,0,1,0,1,Ascenseur+Climatisation+Cuisine Equipée+Fibre optique+Gardien+Camera+Prise lave-vaisselle+Chauffage Central+Parking+Terrasse
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,7/9/2024,2100,TTC,2100,2205,120,3,2,1,2,haut standing,bonne condition,,,1,1,0,1,0,1,Gardien+Alarme+Fibre optique+Cuisine Equipée+Climatisation+Camera+Chauffage Central+Parking+Ascenseur+Terrasse+Double vitrage
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,1/14/2025,2100,TTC,2100,2100,110,3,2,2,1,haut standing,à rafraichir,,,1,1,0,1,0,1,Double vitrage+Gardien+Fibre optique+Cuisine Equipée+Climatisation+Vue montagne+Chauffage Central+Parking+Ascenseur+Prise lave-vaisselle
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent_furnished,appartement,8/20/2024,2100,TTC,2100,2205,110,2,1,2,1,haut standing,neuf,2023,2,1,1,0,1,0,1,Camera+Terrasse+Ascenseur+Parking+Chauffage Central+Prise lave-vaisselle+Master Bedroom+Double vitrage+Gardien+Alarme+Fibre optique+Cuisine Equipée+Climatisation
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,bureau,4/30/2025,2100,TTC,2100,2100,90,2,1,0,1,très haut standing,neuf,,,1,1,0,1,0,0,Climatisation+Ascenseur+Parking+Chauffage Central+Master Bedroom+Fibre optique+Alarme+Camera+Double vitrage+Gardien
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent_furnished,appartement,1/29/2025,2100,TTC,2100,2100,70,2,1,1,1,haut standing,excellente condition,,,1,1,0,1,0,1,Parking+Terrasse+Ascenseur+Chauffage Central+Double vitrage+Camera+Gardien+Alarme+Climatisation+Cuisine Equipée+Fibre optique
newkey,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,2/23/2025,2100,TTC,2100,2100,85,2,1,1,1,,,,,,,,,,,
tecnocasa,Jardins de Carthage,Jardins de Carthage,Tunis,rent,bureau,3/26/2025,2100,TTC,2100,2100,71,1,0,1,1,haut standing,bonne condition,,,1,0,0,1,0,0,"Climatisation, Fibre optique, Parking, Ascenseur"
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,5/25/2023,2000,TTC,2000,2205,180,5,4,1,1,haut standing,neuf,,,1,1,0,0,0,1,Camera+Prise lave-vaisselle+Chauffage Central+Parking+Terrasse+Double vitrage+Gardien+Alarme+Fibre optique+Cuisine Equipée+Climatisation
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,11/22/2023,2000,HT,2380,2624,150,5,4,1,1,haut standing,neuf,,,1,1,0,1,0,1,Alarme+Titre Bleu+Cuisine Equipée+Climatisation+Camera+Gardien+Ascenseur+Parking+Chauffage Central
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,1/10/2024,2000,TTC,2000,2100,130,5,4,2,1,haut standing,neuf,2022,3,1,1,0,1,0,1,Ascenseur+Parking+Chauffage Central+Camera+Master Bedroom+Gardien+Cuisine Equipée+Climatisation
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,3/16/2023,2000,TTC,2000,2205,200,4,3,2,1,haut standing,excellente condition,,,1,1,0,1,0,1,Gardien+Alarme+Titre Bleu+Fibre optique+Cuisine Equipée+Climatisation+Double vitrage+Master Bedroom+Prise lave-vaisselle+Chauffage Central+Parking+Ascenseur+Chambre de Service+Terrasse
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,2/8/2024,2000,TTC,2000,2100,190,4,3,1,0,haut standing,excellente condition,2010,15,1,1,0,0,0,1,Climatisation+Fibre optique+Double vitrage+Master Bedroom+Prise lave-vaisselle+Chauffage Central+Terrasse+Cuisine Equipée
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,12/28/2024,2000,TTC,2000,2100,180,4,3,1,1,haut standing,excellente condition,,,1,1,0,1,0,1,Terrasse+Ascenseur+Parking+Chauffage Central+Master Bedroom+Double vitrage+Gardien+Cuisine Equipée+Climatisation
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,10/28/2024,2000,TTC,2000,2100,180,4,3,1,0,haut standing,bonne condition,,,1,1,0,0,0,1,Climatisation+Cuisine Equipée+Fibre optique+Double vitrage+Chauffage Central+Terrasse
century 21,Jardins de Carthage,Jardins de Carthage,Tunis,rent,appartement,10/26/2023,2000,TTC,2000,2205,180,4,3,2,1,économique,bonne condition,,,1,1,0,1,0,1,Parking+Ascenseur+Terrasse+Chauffage Central+Master Bedroom+Double vitrage+Gardien+Fibre optique+Cuisine Equipée+Climatisation
